"PLAYER_ID","PLAYER_NAME","TEAM_ABBREVIATION","GP","MIN","PTS","REB","AST","STL","BLK","FG_PCT","FG3_PCT","FT_PCT","TOV","PLUS_MINUS","SEASON"
203468,"CJ McCollum","NOP",26,33.783,24.269,4.462,5.846,1.308,0.038,0.478,0.371,0.599,2.192,1.692,"2021-22"
203468,"CJ McCollum","POR",36,35.186,20.528,4.25,4.528,1,0.583,0.435,0.368,0.466,1.944,-3.139,"2021-22"
203469,"Cody Zeller","POR",27,13.131,5.185,4.63,0.815,0.296,0.222,0.539,0,0.436,0.704,-1.037,"2021-22"
203471,"Dennis Schröder","BOS",49,29.245,14.367,3.347,4.245,0.837,0.102,0.399,0.276,0.708,2.122,1.388,"2021-22"
203473,"Dewayne Dedmon","MIA",67,15.898,6.299,5.761,0.701,0.358,0.627,0.523,0.192,0.435,1.045,0.716,"2021-22"
203476,"Gorgui Dieng","ATL",44,8.436,3.5,2.75,0.773,0.25,0.295,0.401,0.31,0.205,0.455,-1.432,"2021-22"
203482,"Kelly Olynyk","DET",40,19.093,9.125,4.425,2.775,0.775,0.475,0.452,0.308,0.553,1.45,-1.75,"2021-22"
203484,"Kentavious Caldwell-Pope","WAS",77,30.244,13.221,3.39,1.883,1.078,0.338,0.426,0.357,0.537,1.26,-2.974,"2021-22"
203486,"Mason Plumlee","CHA",73,24.555,6.534,7.74,3.096,0.836,0.712,0.639,0,0.337,1.37,0.068,"2021-22"
203488,"Mike Muscala","OKC",43,13.78,8,3,0.512,0.419,0.605,0.491,0.419,0.375,0.326,0.535,"2021-22"
203490,"Otto Porter Jr.","GSW",63,22.151,8.175,5.746,1.492,1.079,0.46,0.436,0.303,0.277,0.587,3.667,"2021-22"
203493,"Reggie Bullock Jr.","DAL",68,27.968,8.574,3.544,1.221,0.603,0.206,0.367,0.317,0.337,0.588,3.971,"2021-22"
203496,"Robert Covington","LAC",23,22.111,10.391,5.087,1.043,1.261,1.217,0.508,0.42,0.438,0.739,3.87,"2021-22"
203496,"Robert Covington","POR",48,29.811,7.604,5.708,1.417,1.542,1.312,0.365,0.315,0.266,1.208,-1.062,"2021-22"
203497,"Rudy Gobert","UTA",66,32.128,15.561,14.667,1.091,0.682,2.076,0.722,0,0.643,1.803,6.318,"2021-22"
203500,"Steven Adams","MEM",76,26.297,6.947,10,3.368,0.855,0.789,0.548,0,0.371,1.513,4.645,"2021-22"
203501,"Tim Hardaway Jr.","DAL",42,29.643,14.238,3.714,2.19,0.905,0.143,0.391,0.319,0.542,0.81,0.857,"2021-22"
203503,"Tony Snell","POR",38,14.364,2.605,1.895,0.526,0.211,0.184,0.286,0.22,0.053,0.289,-3.816,"2021-22"
203504,"Trey Burke","DAL",42,10.505,5.095,0.786,1.357,0.286,0,0.289,0.23,0.179,0.619,-0.238,"2021-22"
203507,"Giannis Antetokounmpo","MIL",67,32.899,29.881,11.612,5.791,1.075,1.358,0.55,0.275,0.728,3.269,5.925,"2021-22"
203526,"Raul Neto","WAS",70,19.6,7.514,1.914,3.1,0.786,0.043,0.432,0.243,0.378,1.129,-1.243,"2021-22"
203552,"Seth Curry","PHI",45,34.792,15.022,3.356,4.022,0.8,0.244,0.473,0.415,0.502,1.867,2.533,"2021-22"
203585,"Rodney McGruder","DET",51,14.785,5.353,2.176,0.941,0.412,0.137,0.334,0.255,0.124,0.471,-1.098,"2021-22"
203648,"Thanasis Antetokounmpo","MIL",48,9.861,3.562,2.104,0.458,0.333,0.25,0.351,0.017,0.218,0.542,-2.396,"2021-22"
203897,"Zach LaVine","CHI",67,34.747,24.403,4.597,4.522,0.612,0.343,0.467,0.373,0.77,2.552,-0.388,"2021-22"
203901,"Elfrid Payton","PHX",50,10.982,3,1.76,1.98,0.5,0.12,0.335,0.05,0.115,0.94,-0.86,"2021-22"
203903,"Jordan Clarkson","UTA",79,27.099,16.025,3.456,2.456,0.835,0.203,0.413,0.313,0.621,1.633,4.848,"2021-22"
203914,"Gary Harris","ORL",61,28.364,11.131,2,1.77,0.967,0.148,0.419,0.348,0.467,1,-3.426,"2021-22"
203915,"Spencer Dinwiddie","DAL",23,28.265,15.783,3.13,3.913,0.739,0.261,0.498,0.374,0.688,1.348,2.478,"2021-22"
203915,"Spencer Dinwiddie","WAS",44,30.236,12.636,4.705,5.818,0.614,0.159,0.351,0.262,0.617,1.659,-2.364,"2021-22"
203918,"Rodney Hood","MIL",39,14.905,3.308,1.718,0.769,0.308,0.103,0.329,0.26,0.167,0.179,-0.462,"2021-22"
203920,"Khem Birch","TOR",55,18.021,4.491,4.345,1.018,0.545,0.473,0.409,0,0.41,0.527,0.382,"2021-22"
203924,"Jerami Grant","DET",47,31.912,19.234,4.064,2.362,0.936,1.043,0.415,0.348,0.758,1.809,-4.66,"2021-22"
203926,"Doug McDermott","SAS",51,23.985,11.333,2.255,1.255,0.255,0.118,0.45,0.365,0.325,0.843,-0.745,"2021-22"
203932,"Aaron Gordon","DEN",75,31.672,15.013,5.853,2.507,0.587,0.587,0.522,0.327,0.583,1.773,4.28,"2021-22"
203935,"Marcus Smart","BOS",71,32.336,12.127,3.803,5.873,1.676,0.254,0.41,0.297,0.562,2.239,6.225,"2021-22"
203937,"Kyle Anderson","MEM",69,21.502,7.551,5.333,2.652,1.116,0.652,0.432,0.234,0.356,1.029,0.855,"2021-22"
203939,"Dwight Powell","DAL",82,21.929,8.744,4.927,1.183,0.451,0.476,0.649,0.13,0.564,0.78,0.902,"2021-22"
203944,"Julius Randle","NYK",72,35.331,20.097,9.944,5.139,0.736,0.542,0.396,0.259,0.694,3.403,-2.278,"2021-22"
203952,"Andrew Wiggins","GSW",73,31.911,17.205,4.452,2.205,1.041,0.699,0.463,0.373,0.5,1.521,3.644,"2021-22"
203954,"Joel Embiid","PHI",68,33.771,30.574,11.706,4.176,1.132,1.456,0.493,0.366,0.812,3.147,5.412,"2021-22"
203991,"Clint Capela","ATL",74,27.588,11.081,11.851,1.243,0.743,1.257,0.626,0,0.335,0.595,1.716,"2021-22"
203992,"Bogdan Bogdanović","ATL",63,29.342,15.079,3.968,3.079,1.079,0.222,0.427,0.374,0.446,1.111,3.048,"2021-22"
203994,"Jusuf Nurkić","POR",56,28.187,15.036,11.054,2.804,1.107,0.607,0.547,0.182,0.604,2.554,0.232,"2021-22"
203999,"Nikola Jokić","DEN",74,33.454,27.081,13.77,7.892,1.473,0.851,0.599,0.328,0.808,3.797,6,"2021-22"
204001,"Kristaps Porziņģis","DAL",34,29.463,19.235,7.676,2.029,0.735,1.735,0.447,0.257,0.816,1.559,1.441,"2021-22"
204060,"Joe Ingles","UTA",45,24.936,7.222,2.911,3.511,0.511,0.111,0.391,0.332,0.189,1.022,4.133,"2021-22"
204456,"T.J. McConnell","IND",27,24.152,8.481,3.333,4.852,1.074,0.37,0.447,0.155,0.302,1.074,-2.741,"2021-22"
1626145,"Tyus Jones","MEM",73,21.225,8.658,2.411,4.438,0.904,0.027,0.428,0.332,0.307,0.63,3.493,"2021-22"
1626149,"Montrezl Harrell","CHA",25,20.939,11.4,4.88,1.96,0.44,0.48,0.652,0,0.595,0.88,1.76,"2021-22"
1626149,"Montrezl Harrell","WAS",46,24.28,14.065,6.717,2.087,0.391,0.674,0.639,0.072,0.634,1.087,0.87,"2021-22"
1626153,"Delon Wright","ATL",77,18.864,4.442,2.857,2.442,1.208,0.247,0.433,0.276,0.252,0.584,0.779,"2021-22"
1626156,"D'Angelo Russell","MIN",65,31.948,18.092,3.323,7.077,0.954,0.338,0.405,0.331,0.693,2.538,3.231,"2021-22"
1626157,"Karl-Anthony Towns","MIN",74,33.452,24.568,9.824,3.635,0.973,1.122,0.534,0.403,0.81,3.054,3.716,"2021-22"
1626158,"Richaun Holmes","SAC",45,23.868,10.4,7.044,1.067,0.378,0.911,0.616,0.044,0.539,1.244,-3.022,"2021-22"
1626159,"Justise Winslow","LAC",37,12.96,4.216,3.595,1.405,0.568,0.486,0.378,0.083,0.19,1,1.027,"2021-22"
1626162,"Kelly Oubre Jr.","CHA",76,26.305,14.961,3.974,1.105,1.013,0.408,0.424,0.306,0.474,0.882,-0.342,"2021-22"
1626164,"Devin Booker","PHX",68,34.479,26.794,5.029,4.838,1.132,0.382,0.462,0.373,0.792,2.382,6.897,"2021-22"
1626166,"Cameron Payne","PHX",58,22.028,10.793,3.017,4.862,0.69,0.293,0.406,0.361,0.449,1.776,2.552,"2021-22"
1626167,"Myles Turner","IND",42,29.398,12.857,7.071,1.048,0.667,2.81,0.481,0.313,0.613,1.286,-0.333,"2021-22"
1626168,"Trey Lyles","DET",51,19.404,10.431,4.784,1.137,0.431,0.51,0.447,0.297,0.649,1.059,-3.098,"2021-22"
1626168,"Trey Lyles","SAC",24,22.778,10.583,5.625,1.25,0.292,0.25,0.47,0.255,0.65,0.792,-2.917,"2021-22"
1626169,"Stanley Johnson","LAL",48,22.8,6.667,3.229,1.667,0.896,0.292,0.424,0.254,0.399,0.729,-1.021,"2021-22"
1626171,"Bobby Portis","MIL",72,28.171,14.611,9.125,1.194,0.736,0.708,0.473,0.356,0.402,1.25,4.361,"2021-22"
1626172,"Kevon Looney","GSW",82,21.126,5.988,7.268,2.012,0.61,0.634,0.554,0,0.327,0.817,2.049,"2021-22"
1626174,"Christian Wood","HOU",68,30.789,17.912,10.088,2.279,0.794,0.956,0.486,0.36,0.583,1.853,-5.971,"2021-22"
1626179,"Terry Rozier","CHA",73,33.669,19.288,4.315,4.466,1.274,0.342,0.434,0.356,0.584,1.315,1.014,"2021-22"
1626181,"Norman Powell","POR",40,33.321,18.65,3.275,2.05,1,0.425,0.46,0.424,0.735,1.55,-5.175,"2021-22"
1626192,"Pat Connaughton","MIL",65,26.013,9.923,4.2,1.262,0.908,0.231,0.454,0.383,0.292,0.538,-0.4,"2021-22"
1626195,"Willy Hernangomez","NOP",50,16.779,9.06,6.76,1.26,0.42,0.38,0.506,0.07,0.534,1.02,-0.9,"2021-22"
1626196,"Josh Richardson","BOS",44,24.702,9.705,2.841,1.5,0.773,0.523,0.398,0.361,0.349,0.886,1.591,"2021-22"
1626196,"Josh Richardson","SAS",21,24.421,11.381,2.857,2.333,1.048,0.286,0.401,0.428,0.554,1.286,3.238,"2021-22"
1626204,"Larry Nance Jr.","POR",37,23.203,6.892,5.649,1.973,1.027,0.351,0.473,0.232,0.332,0.73,-1.351,"2021-22"
1626208,"Keifer Sykes","IND",32,17.7,5.625,1.406,1.938,0.375,0.125,0.306,0.197,0.198,1.031,-2.156,"2021-22"
1626220,"Royce O'Neale","UTA",77,31.241,7.403,4.779,2.481,1.117,0.416,0.469,0.404,0.274,1.026,3.013,"2021-22"
1626224,"Cedi Osman","CLE",66,22.148,10.742,2.212,2.045,0.788,0.152,0.391,0.319,0.439,1.015,-0.864,"2021-22"
1626246,"Boban Marjanovic","DAL",23,5.563,4.261,1.696,0.13,0,0.13,0.444,0.043,0.225,0.652,1.522,"2021-22"
1627734,"Domantas Sabonis","IND",47,34.713,18.894,12.064,5.021,0.979,0.468,0.574,0.271,0.716,3.043,0.277,"2021-22"
1627736,"Malik Beasley","MIN",79,25.016,12.063,2.873,1.468,0.544,0.152,0.372,0.342,0.301,0.544,1.038,"2021-22"
1627737,"Marquese Chriss","DAL",34,10.167,4.529,3.029,0.5,0.382,0.353,0.437,0.162,0.23,0.5,-0.294,"2021-22"
1627741,"Buddy Hield","IND",26,35.569,18.192,5.077,4.769,0.962,0.385,0.45,0.377,0.467,2.423,-0.654,"2021-22"
1627741,"Buddy Hield","SAC",55,28.618,14.4,4.018,1.909,0.873,0.273,0.365,0.351,0.527,1.636,-2.673,"2021-22"
1627742,"Brandon Ingram","NOP",55,33.985,22.655,5.818,5.582,0.618,0.473,0.45,0.317,0.786,2.745,2.236,"2021-22"
1627745,"Damian Jones","SAC",56,18.154,8.107,4.393,1.232,0.464,0.839,0.615,0.152,0.449,1.054,-3.107,"2021-22"
1627747,"Caris LeVert","IND",39,31.115,18.667,3.846,4.436,0.897,0.462,0.449,0.318,0.581,1.923,-0.487,"2021-22"
1627749,"Dejounte Murray","SAS",68,34.793,21.147,8.279,9.221,2.029,0.338,0.459,0.28,0.617,2.647,0.721,"2021-22"
1627751,"Jakob Poeltl","SAS",68,28.965,13.456,9.324,2.779,0.662,1.735,0.606,0.015,0.372,1.603,1.721,"2021-22"
1627752,"Taurean Prince","MIN",69,17.053,7.275,2.522,0.986,0.681,0.333,0.414,0.327,0.336,0.768,-0.072,"2021-22"
1627756,"Denzel Valentine","CLE",22,9.252,2.909,1.727,0.5,0.318,0,0.283,0.253,0,0.455,-1.136,"2021-22"
1627759,"Jaylen Brown","BOS",66,33.643,23.621,6.121,3.5,1.061,0.273,0.48,0.352,0.72,2.697,6.864,"2021-22"
1627761,"DeAndre' Bembry","BKN",48,19.771,5.792,3.167,1.25,0.979,0.521,0.507,0.17,0.193,0.625,-0.354,"2021-22"
1627763,"Malcolm Brogdon","IND",36,33.507,19.083,5.139,5.889,0.833,0.389,0.44,0.288,0.715,2.139,0,"2021-22"
1627774,"Jake Layman","MIN",34,6.781,2.382,1.059,0.265,0.206,0.147,0.308,0.177,0.176,0.294,-0.324,"2021-22"
1627777,"Georges Niang","PHI",76,22.847,9.211,2.671,1.342,0.395,0.171,0.437,0.404,0.307,0.776,0.882,"2021-22"
1627780,"Gary Payton II","GSW",71,17.573,7.07,3.479,0.901,1.352,0.31,0.581,0.267,0.19,0.563,2.521,"2021-22"
1627783,"Pascal Siakam","TOR",68,37.91,22.809,8.529,5.294,1.25,0.618,0.489,0.319,0.707,2.662,3.779,"2021-22"
1627788,"Furkan Korkmaz","PHI",67,21.101,7.597,2.612,1.896,0.493,0.134,0.333,0.245,0.348,0.716,0.463,"2021-22"
1627789,"Timothe Luwawu-Cabarrot","ATL",52,13.169,4.365,1.577,0.769,0.346,0.115,0.315,0.299,0.226,0.385,-0.981,"2021-22"
1627814,"Damion Lee","GSW",63,19.945,7.413,3.222,1,0.619,0.095,0.41,0.272,0.437,0.603,1.492,"2021-22"
1627826,"Ivica Zubac","LAC",76,24.364,10.329,8.474,1.579,0.474,1.013,0.627,0,0.569,1.5,-1.711,"2021-22"
1627827,"Dorian Finney-Smith","DAL",80,33.045,11,4.688,1.875,1.1,0.488,0.482,0.388,0.332,1,3.012,"2021-22"
1627832,"Fred VanVleet","TOR",65,37.877,20.308,4.446,6.677,1.708,0.538,0.404,0.378,0.701,2.615,3.262,"2021-22"
1627854,"Bryn Forbes","DEN",35,17.431,8.571,0.857,0.971,0.229,0.057,0.392,0.371,0.376,0.657,1.857,"2021-22"
1627854,"Bryn Forbes","SAS",40,16.895,9.075,1.575,1.025,0.425,0.075,0.36,0.344,0.379,0.825,-1,"2021-22"
1627863,"Danuel House Jr.","UTA",25,19.642,6.84,2.72,1,0.64,0.48,0.416,0.387,0.332,0.6,3.28,"2021-22"
1627884,"Derrick Jones Jr.","CHI",51,17.635,5.608,3.314,0.588,0.49,0.647,0.508,0.213,0.451,0.588,0.804,"2021-22"
1627936,"Alex Caruso","CHI",41,27.972,7.415,3.61,4.024,1.732,0.366,0.373,0.306,0.453,1.39,2.683,"2021-22"
1628021,"David Nwaba","HOU",46,13.237,5.065,3.283,0.761,0.609,0.435,0.423,0.196,0.345,0.457,-2.543,"2021-22"
1628366,"Lonzo Ball","CHI",35,34.638,13,5.429,5.086,1.829,0.886,0.42,0.419,0.262,2.343,2.314,"2021-22"
1628367,"Josh Jackson","DET",39,18.132,7.077,3.154,1.256,0.538,0.462,0.341,0.191,0.421,0.974,-3.59,"2021-22"
1628368,"De'Aaron Fox","SAC",59,35.313,23.169,3.915,5.593,1.153,0.424,0.468,0.286,0.743,2.847,-3.254,"2021-22"
1628369,"Jayson Tatum","BOS",76,35.934,26.921,8.013,4.395,0.987,0.645,0.453,0.331,0.825,2.855,8.776,"2021-22"
1628370,"Malik Monk","LAL",76,28.137,13.789,3.368,2.868,0.803,0.382,0.446,0.347,0.466,1.605,0.697,"2021-22"
1628372,"Dennis Smith Jr.","POR",37,17.258,5.568,2.378,3.568,1.216,0.324,0.375,0.113,0.415,1.378,-3.73,"2021-22"
1628373,"Frank Ntilikina","DAL",58,11.804,4.138,1.362,1.19,0.466,0.121,0.367,0.272,0.168,0.534,1.086,"2021-22"
1628374,"Lauri Markkanen","CLE",61,30.78,14.754,5.656,1.328,0.738,0.492,0.455,0.332,0.681,0.885,2.82,"2021-22"
1628378,"Donovan Mitchell","UTA",67,33.815,25.866,4.209,5.343,1.478,0.179,0.451,0.346,0.777,2.985,4.119,"2021-22"
1628379,"Luke Kennard","LAC",70,27.416,11.9,3.271,2.086,0.6,0.086,0.438,0.458,0.44,0.857,2.629,"2021-22"
1628380,"Zach Collins","SAS",28,17.93,7.786,5.464,2.179,0.464,0.821,0.488,0.283,0.507,1.607,1.357,"2021-22"
1628381,"John Collins","ATL",54,30.789,16.222,7.815,1.815,0.611,1.037,0.524,0.323,0.628,1.111,0.667,"2021-22"
1628384,"OG Anunoby","TOR",48,36.007,17.125,5.5,2.604,1.479,0.521,0.444,0.347,0.489,1.667,2.812,"2021-22"
1628386,"Jarrett Allen","CLE",56,32.314,16.143,10.75,1.643,0.786,1.339,0.688,0.018,0.685,1.679,2.411,"2021-22"
1628389,"Bam Adebayo","MIA",56,32.594,19.071,10.071,3.393,1.429,0.786,0.558,0,0.741,2.643,5.357,"2021-22"
1628392,"Isaiah Hartenstein","LAC",68,17.879,8.279,4.882,2.353,0.735,1.132,0.62,0.123,0.483,1.235,2.485,"2021-22"
1628396,"Tony Bradley","CHI",55,9.983,2.964,3.382,0.491,0.182,0.6,0.44,0,0.191,0.618,1.273,"2021-22"
1628398,"Kyle Kuzma","WAS",66,33.398,17.121,8.5,3.53,0.636,0.864,0.437,0.308,0.538,2.561,-4.258,"2021-22"
1628400,"Semi Ojeleye","MIL",20,15.377,2.85,2.9,0.25,0.25,0.25,0.35,0.271,0.225,0.25,-6.4,"2021-22"
1628401,"Derrick White","BOS",26,27.427,11,3.385,3.538,0.577,0.615,0.42,0.311,0.694,1.231,6.538,"2021-22"
1628401,"Derrick White","SAS",49,30.321,14.408,3.531,5.592,1,0.857,0.416,0.287,0.723,1.776,0.653,"2021-22"
1628402,"Frank Jackson","DET",53,21.962,10.566,1.642,1.038,0.509,0.17,0.385,0.272,0.514,0.717,-3.491,"2021-22"
1628404,"Josh Hart","NOP",41,33.514,13.366,7.756,4.098,1.098,0.268,0.519,0.304,0.615,1.976,-2.756,"2021-22"
1628415,"Dillon Brooks","MEM",32,27.657,18.438,3.188,2.75,1.125,0.25,0.431,0.29,0.652,1.562,6.438,"2021-22"
1628418,"Thomas Bryant","WAS",27,16.263,7.444,4,0.852,0.222,0.778,0.541,0.277,0.417,0.704,-2.778,"2021-22"
1628420,"Monte Morris","DEN",75,29.853,12.6,3.013,4.44,0.747,0.187,0.48,0.378,0.411,1.04,3.773,"2021-22"
1628425,"Sterling Brown","DAL",49,12.825,3.265,3.041,0.694,0.286,0.143,0.322,0.234,0.153,0.469,0.653,"2021-22"
1628432,"Davon Reed","DEN",48,13.914,4.354,2.25,1.104,0.5,0.188,0.393,0.25,0.115,0.333,-0.542,"2021-22"
1628449,"Chris Boucher","TOR",80,21.126,9.425,6.175,0.312,0.612,0.938,0.442,0.239,0.59,0.525,2.362,"2021-22"
1628464,"Daniel Theis","BOS",21,18.723,7.905,4.667,1,0.429,0.667,0.568,0.234,0.431,0.714,6.238,"2021-22"
1628464,"Daniel Theis","HOU",26,22.471,8.385,5,0.769,0.423,0.654,0.451,0.254,0.454,1.192,-8.423,"2021-22"
1628467,"Maxi Kleber","DAL",59,24.574,6.966,5.932,1.153,0.508,0.983,0.39,0.314,0.308,0.797,2.034,"2021-22"
1628470,"Torrey Craig","IND",51,20.269,6.451,3.824,1.137,0.471,0.373,0.376,0.279,0.178,0.765,-3.882,"2021-22"
1628470,"Torrey Craig","PHX",27,20.819,6.926,4.259,1.222,0.815,0.63,0.417,0.31,0.142,1.037,0.519,"2021-22"
1628960,"Grayson Allen","MIL",66,27.345,11.106,3.364,1.515,0.697,0.273,0.449,0.404,0.387,0.652,3.53,"2021-22"
1628963,"Marvin Bagley III","SAC",30,21.869,9.267,7.167,0.567,0.3,0.367,0.453,0.226,0.497,0.7,-1.467,"2021-22"
1628964,"Mo Bamba","ORL",71,25.686,10.648,8.056,1.197,0.535,1.662,0.468,0.362,0.316,1.085,-5.254,"2021-22"
1628966,"Keita Bates-Diop","SAS",59,16.213,5.678,3.915,0.695,0.458,0.237,0.456,0.137,0.294,0.763,0.068,"2021-22"
1628969,"Mikal Bridges","PHX",82,34.809,14.171,4.232,2.256,1.171,0.439,0.526,0.332,0.539,0.829,7.024,"2021-22"
1628970,"Miles Bridges","CHA",80,35.464,20.162,6.988,3.75,0.925,0.838,0.492,0.316,0.731,1.875,1.775,"2021-22"
1628971,"Bruce Brown","BKN",72,24.638,8.986,4.792,2.056,1.069,0.722,0.502,0.237,0.442,0.778,-0.625,"2021-22"
1628972,"Troy Brown Jr.","CHI",66,15.981,4.288,3.076,1,0.545,0.076,0.409,0.305,0.143,0.394,-0.667,"2021-22"
1628973,"Jalen Brunson","DAL",79,31.949,16.266,3.911,4.772,0.835,0.038,0.5,0.326,0.606,1.57,2.924,"2021-22"
1628975,"Jevon Carter","BKN",46,12,3.587,1.457,1,0.304,0.217,0.241,0.2,0.076,0.565,-0.652,"2021-22"
1628975,"Jevon Carter","MIL",20,17.659,5.6,2.15,2.5,0.5,0.2,0.428,0.504,0.15,0.4,-1.15,"2021-22"
1628976,"Wendell Carter Jr.","ORL",62,29.864,15.016,10.452,2.758,0.581,0.694,0.517,0.34,0.577,1.887,-2.177,"2021-22"
1628977,"Hamidou Diallo","DET",58,21.876,10.966,4.776,1.259,1.224,0.293,0.5,0.166,0.42,1,-3.638,"2021-22"
1628978,"Donte DiVincenzo","SAC",25,26.583,10.32,4.4,3.56,1.48,0.2,0.341,0.349,0.573,1.76,-1.68,"2021-22"
1628981,"Bruno Fernando","BOS",20,2.912,0.95,0.75,0.2,0,0.15,0.167,0.05,0.1,0.25,-1.65,"2021-22"
1628983,"Shai Gilgeous-Alexander","OKC",56,34.676,24.482,4.964,5.911,1.268,0.821,0.446,0.299,0.768,2.75,-4.714,"2021-22"
1628984,"Devonte' Graham","NOP",76,28.442,11.868,2.329,4.158,0.934,0.158,0.358,0.32,0.475,1.382,0.526,"2021-22"
1628988,"Aaron Holiday","PHX",22,16.277,6.773,2.5,3.409,0.818,0,0.427,0.384,0.38,1.273,2.136,"2021-22"
1628988,"Aaron Holiday","WAS",41,16.162,6.122,1.634,1.902,0.585,0.22,0.465,0.268,0.289,0.951,-2.098,"2021-22"
1628989,"Kevin Huerter","ATL",74,29.574,12.054,3.432,2.743,0.743,0.351,0.442,0.358,0.24,1.23,2.27,"2021-22"
1628991,"Jaren Jackson Jr.","MEM",78,27.26,16.308,5.821,1.103,0.936,2.269,0.422,0.312,0.723,1.667,4.628,"2021-22"
1628997,"Caleb Martin","MIA",60,22.869,9.183,3.833,1.067,0.967,0.5,0.463,0.356,0.462,0.867,2.617,"2021-22"
1628998,"Cody Martin","CHA",71,26.276,7.662,4.014,2.521,1.239,0.451,0.482,0.36,0.394,0.859,-0.352,"2021-22"
1629001,"De'Anthony Melton","MEM",73,22.696,10.836,4.493,2.658,1.425,0.534,0.388,0.333,0.39,1.534,3.027,"2021-22"
1629002,"Chimezie Metu","SAC",60,21.312,8.9,5.583,1,0.85,0.533,0.457,0.288,0.412,1.017,-2.583,"2021-22"
1629003,"Shake Milton","PHI",55,21.444,8.182,2.582,2.527,0.509,0.309,0.425,0.256,0.386,0.8,-0.527,"2021-22"
1629004,"Svi Mykhailiuk","TOR",56,12.788,4.554,1.643,0.804,0.464,0.071,0.33,0.229,0.247,0.571,-1.393,"2021-22"
1629006,"Josh Okogie","MIN",49,10.526,2.714,1.429,0.51,0.531,0.245,0.236,0.148,0.26,0.469,0.796,"2021-22"
1629011,"Mitchell Robinson","NYK",72,25.672,8.472,8.569,0.528,0.806,1.847,0.749,0,0.4,0.833,-1.097,"2021-22"
1629013,"Landry Shamet","PHX",69,20.832,8.304,1.826,1.565,0.406,0.13,0.368,0.342,0.373,0.594,1.986,"2021-22"
1629014,"Anfernee Simons","POR",57,29.491,17.333,2.649,3.877,0.526,0.105,0.432,0.369,0.51,2.018,-1.491,"2021-22"
1629018,"Gary Trent Jr.","TOR",70,34.97,18.329,2.729,2.014,1.743,0.271,0.402,0.367,0.62,1.043,2.429,"2021-22"
1629020,"Jarred Vanderbilt","MIN",74,25.412,6.919,8.432,1.27,1.338,0.622,0.589,0.027,0.403,0.986,2.203,"2021-22"
1629021,"Moritz Wagner","ORL",63,15.231,8.952,3.683,1.381,0.317,0.206,0.484,0.254,0.536,0.889,-2.365,"2021-22"
1629022,"Lonnie Walker IV","SAS",70,23.033,12.129,2.586,2.171,0.629,0.271,0.376,0.297,0.523,1.014,-1.143,"2021-22"
1629023,"P.J. Washington","CHA",65,27.201,10.277,5.185,2.262,0.877,0.938,0.482,0.357,0.313,1.262,2.169,"2021-22"
1629026,"Kenrich Williams","OKC",49,21.884,7.408,4.49,2.204,0.898,0.204,0.453,0.305,0.246,0.939,0.51,"2021-22"
1629027,"Trae Young","ATL",76,34.893,28.355,3.737,9.697,0.947,0.092,0.455,0.361,0.874,3.987,2.092,"2021-22"
1629028,"Deandre Ayton","PHX",58,29.528,17.19,10.224,1.448,0.69,0.69,0.648,0.101,0.535,1.569,5.931,"2021-22"
1629029,"Luka Dončić","DAL",65,35.396,28.415,9.123,8.738,1.154,0.554,0.452,0.333,0.719,4.492,2.246,"2021-22"
1629048,"Goga Bitadze","IND",50,14.578,6.98,3.54,1.1,0.42,0.84,0.422,0.151,0.386,0.92,-0.64,"2021-22"
1629052,"Oshae Brissett","IND",67,23.344,9.149,5.343,1.075,0.657,0.433,0.377,0.325,0.476,0.806,-3.284,"2021-22"
1629056,"Terence Davis","SAC",30,17.877,10.367,3.133,1.333,0.833,0.367,0.38,0.269,0.341,1.1,2,"2021-22"
1629057,"Robert Williams III","BOS",61,29.579,9.951,9.639,1.984,0.918,2.197,0.744,0,0.391,1.033,6.066,"2021-22"
1629060,"Rui Hachimura","WAS",42,22.465,11.31,3.81,1.143,0.548,0.214,0.476,0.479,0.462,0.786,-3.024,"2021-22"
1629076,"Tyler Cook","CHI",20,9.981,3.35,2.65,0.15,0.2,0.2,0.408,0,0.331,0.35,-1.35,"2021-22"
1629103,"Kelan Martin","IND",27,16.446,6.333,1.963,0.778,0.481,0.333,0.385,0.272,0.139,0.519,-1.667,"2021-22"
1629109,"Gary Clark","NOP",38,9.953,2.658,2.368,0.474,0.342,0.184,0.268,0.269,0.092,0.263,-0.474,"2021-22"
1629111,"Jock Landale","SAS",54,10.902,4.907,2.556,0.833,0.185,0.259,0.454,0.28,0.248,0.574,-0.315,"2021-22"
1629130,"Duncan Robinson","MIA",79,25.858,10.924,2.57,1.633,0.532,0.177,0.37,0.355,0.219,0.759,1.342,"2021-22"
1629139,"Yuta Watanabe","TOR",38,11.723,4.289,2.421,0.553,0.289,0.421,0.353,0.266,0.245,0.5,-1.421,"2021-22"
1629162,"Jordan McLaughlin","MIN",62,14.542,3.758,1.516,2.903,0.919,0.161,0.357,0.182,0.247,0.613,0.597,"2021-22"
1629164,"Brandon Goodwin","CLE",36,13.932,4.75,1.861,2.528,0.694,0.028,0.391,0.194,0.303,1,-1.472,"2021-22"
1629185,"Chris Chiozza","GSW",34,10.938,1.971,1.059,1.912,0.382,0,0.234,0.196,0.044,0.941,-1.441,"2021-22"
1629216,"Gabe Vincent","MIA",68,23.367,8.691,1.853,3.088,0.912,0.176,0.362,0.295,0.228,1.441,1.456,"2021-22"
